goal_index,goal_id,district_indicator_desc,district_indicator_master_id,,indicators_value,district,district_name,valueyear,delete_flag
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,9.57,56.96,DT22,Raigarh,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,10.58,64.35,DT22,Raigarh,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,56.96,16.53,DT22,Raigarh,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,100,DT22,Raigarh,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,1.502179963,1.5,DT22,Raigarh,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,75.24,75.24,DT22,Raigarh,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,8.49,8.49,DT22,Raigarh,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,5.19,5.19,DT22,Raigarh,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,2,2,DT22,Raigarh,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,24,24,DT22,Raigarh,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,24.17,62.2,DT22,Raigarh,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT22,Raigarh,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,53,53,DT22,Raigarh,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT22,Raigarh,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,304,304,DT22,Raigarh,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,62.35,58,DT22,Raigarh,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT22,Raigarh,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,45.06,45.06,DT22,Raigarh,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,11.4,11.4,DT22,Raigarh,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT22,Raigarh,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT22,Raigarh,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,2.7,0.83,DT22,Raigarh,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,26.18,26.18,DT22,Raigarh,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,1.93,1.9005,DT22,Raigarh,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,0,DT22,Raigarh,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0.16,0.16,DT22,Raigarh,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,65.12,65.12,DT22,Raigarh,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,43.66,43.66,DT22,Raigarh,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,2.16,2.16,DT22,Raigarh,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT22,Raigarh,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,112.5,83.4,DT22,Raigarh,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,83.4,112.5,DT22,Raigarh,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,95.13,95.43,DT22,Raigarh,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.04,0.036,DT23,Raipur,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,76.9,76.9,DT23,Raipur,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,4.72,5.18,DT23,Raipur,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,99.99,4.72,DT23,Raipur,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,29.99,90.87,DT23,Raipur,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,15.13,28.96,DT23,Raipur,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,15.25,55.16,DT23,Raipur,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,77.39,32.3,DT23,Raipur,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,33.74,77.39,DT23,Raipur,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,37.1,36.1,DT23,Raipur,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,58.61,37.1,DT23,Raipur,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,2800,58.61,DT23,Raipur,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,1321,2958,DT23,Raipur,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,99.8,2244,DT23,Raipur,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,60,99.3,DT23,Raipur,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,98.95,60,DT23,Raipur,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,241.41,98.95,DT23,Raipur,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,30.66,190,DT23,Raipur,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,2.66,30.66,DT23,Raipur,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,71.67,21.93,DT23,Raipur,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,99.14,2.57,DT23,Raipur,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,48.4,99.14,DT23,Raipur,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,40.12,48.4,DT23,Raipur,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,3.81,40.12,DT23,Raipur,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,39.26,3.81,DT23,Raipur,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,100,37.92,DT23,Raipur,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,96.45,100,DT23,Raipur,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,91.48,96.45,DT23,Raipur,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,15,91.48,DT23,Raipur,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,11.74,15,DT23,Raipur,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,995,84.66,DT23,Raipur,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,84.66,995,DT23,Raipur,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,60.21,11.74,DT23,Raipur,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,6.1,60.21,DT23,Raipur,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,13.17,6.1,DT23,Raipur,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,68.04,11.68,DT23,Raipur,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,80,67.97,DT23,Raipur,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,87.49,80,DT23,Raipur,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,90,87.49,DT23,Raipur,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,100,90,DT23,Raipur,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT23,Raipur,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT23,Raipur,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT23,Raipur,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,5.07,100,DT23,Raipur,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,0,5.07,DT23,Raipur,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,100,0,DT23,Raipur,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,106.11,100,DT23,Raipur,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,88.13,106.11,DT23,Raipur,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,24.24,24.11,DT23,Raipur,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,24.11,36.05,DT23,Raipur,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,36.05,56.83,DT23,Raipur,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,56.83,87.52,DT23,Raipur,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,100,22.89,DT23,Raipur,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,4.436127094,98,DT23,Raipur,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,58.12,4.44,DT23,Raipur,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,27.34,58.12,DT23,Raipur,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,6.13,27.34,DT23,Raipur,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,5,6.13,DT23,Raipur,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,8.57,5,DT23,Raipur,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,21.93,8.57,DT23,Raipur,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,100,71.67,DT23,Raipur,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,80,100,DT23,Raipur,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,100,80,DT23,Raipur,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT23,Raipur,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,62,100,DT23,Raipur,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,0.01,55,DT23,Raipur,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,98.38,0.01,DT23,Raipur,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,30,98.38,DT23,Raipur,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,100,30,DT23,Raipur,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT23,Raipur,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,3.74,100,DT23,Raipur,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,36.77,0.27,DT23,Raipur,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,0.52,36.77,DT23,Raipur,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,0,0.5073,DT23,Raipur,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0.08,0,DT23,Raipur,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,85.11,0.08,DT23,Raipur,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,53.48,85.11,DT23,Raipur,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,3.22,53.48,DT23,Raipur,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,3,3.22,DT23,Raipur,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,150,3,DT23,Raipur,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,85.5,85.5,DT23,Raipur,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,91.41,150,DT23,Raipur,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,,92.2,DT23,Raipur,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.04,0.043,DT24,Rajnandgaon,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,80.8,80.8,DT24,Rajnandgaon,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,7.38,7.38,DT24,Rajnandgaon,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.94,96.24,DT24,Rajnandgaon,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,29.34,25.37,DT24,Rajnandgaon,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,22.87,50.49,DT24,Rajnandgaon,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,12.02,31,DT24,Rajnandgaon,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,90.83,90.83,DT24,Rajnandgaon,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,26.93,32.73,DT24,Rajnandgaon,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,32.3,51.8,DT24,Rajnandgaon,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,53.4,55.5,DT24,Rajnandgaon,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2158,1927,DT24,Rajnandgaon,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1370,1432,DT24,Rajnandgaon,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,99.46,99.46,DT24,Rajnandgaon,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,50.4,50.4,DT24,Rajnandgaon,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,98.85,98.85,DT24,Rajnandgaon,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,110,110,DT24,Rajnandgaon,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,24.95,24.95,DT24,Rajnandgaon,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,5,18.74,DT24,Rajnandgaon,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,59.96,5,DT24,Rajnandgaon,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,95.33,95.33,DT24,Rajnandgaon,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,69.78,69.78,DT24,Rajnandgaon,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,85.17,85.17,DT24,Rajnandgaon,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,10.63,10.63,DT24,Rajnandgaon,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,17.71,17.2,DT24,Rajnandgaon,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT24,Rajnandgaon,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,100,100,DT24,Rajnandgaon,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,71,71,DT24,Rajnandgaon,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,18,18,DT24,Rajnandgaon,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,4.13,42.32,DT24,Rajnandgaon,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,962,962,DT24,Rajnandgaon,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,42.32,4.13,DT24,Rajnandgaon,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,58.53,58.53,DT24,Rajnandgaon,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,6.3,6.3,DT24,Rajnandgaon,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,12.07,11.96,DT24,Rajnandgaon,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,59.42,51.73,DT24,Rajnandgaon,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,84,84,DT24,Rajnandgaon,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,97.74,97.74,DT24,Rajnandgaon,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,82,82,DT24,Rajnandgaon,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT24,Rajnandgaon,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT24,Rajnandgaon,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT24,Rajnandgaon,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,100,100,DT24,Rajnandgaon,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,39.09,39.09,DT24,Rajnandgaon,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT24,Rajnandgaon,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT24,Rajnandgaon,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,94.11,94.11,DT24,Rajnandgaon,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,78.66,7.94,DT24,Rajnandgaon,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,24.49,8.26,DT24,Rajnandgaon,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,7.94,55.06,DT24,Rajnandgaon,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,8.26,79.53,DT24,Rajnandgaon,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,55.06,22.33,DT24,Rajnandgaon,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,85.07,DT24,Rajnandgaon,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,1.239221866,1.24,DT24,Rajnandgaon,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,86.86,86.86,DT24,Rajnandgaon,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,82.24,84.24,DT24,Rajnandgaon,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,0,0,DT24,Rajnandgaon,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,4,4,DT24,Rajnandgaon,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,21,21,DT24,Rajnandgaon,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,18.74,59.96,DT24,Rajnandgaon,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT24,Rajnandgaon,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,86,86,DT24,Rajnandgaon,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT24,Rajnandgaon,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,233,233,DT24,Rajnandgaon,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,57.87,50,DT24,Rajnandgaon,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT24,Rajnandgaon,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,0.08,0.08,DT24,Rajnandgaon,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,18.1,18.1,DT24,Rajnandgaon,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT24,Rajnandgaon,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT24,Rajnandgaon,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,0.7,0.52,DT24,Rajnandgaon,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,36.86,36.86,DT24,Rajnandgaon,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,0.92,0.9172,DT24,Rajnandgaon,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,0,DT24,Rajnandgaon,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0,0,DT24,Rajnandgaon,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,47.27,47.27,DT24,Rajnandgaon,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,32.42,32.42,DT24,Rajnandgaon,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.74,1.74,DT24,Rajnandgaon,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT24,Rajnandgaon,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,104.1,77.1,DT24,Rajnandgaon,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,77.1,104.1,DT24,Rajnandgaon,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,134.31,135,DT24,Rajnandgaon,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.2,0.205,DT25,Sukma,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,78.1,78.1,DT25,Sukma,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,9.86,9.86,DT25,Sukma,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,100,94.16,DT25,Sukma,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,34,34.42,DT25,Sukma,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,27.63,51.66,DT25,Sukma,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,28.6,34.72,DT25,Sukma,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,92.19,92.19,DT25,Sukma,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,46.08,57.69,DT25,Sukma,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,65.8,65.8,DT25,Sukma,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,75.8,77.9,DT25,Sukma,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,1420,1831,DT25,Sukma,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1350,0,DT25,Sukma,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,94.7,94.7,DT25,Sukma,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,61,61,DT25,Sukma,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,76.8,109.7,DT25,Sukma,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,199,160,DT25,Sukma,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,23.95,23.95,DT25,Sukma,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,14.9,19.77,DT25,Sukma,2023,N
